	X	idx	beta	pval	cilb	ciub	i2	tau2	symbol.x	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random	symbol.y
1	ENSG00000009950.14	45149	-0.487697701378567	0.33801133940802	-1.48536804801915	0.509972645262013	99.1035604429173	5.39751482805584	MLXIPL	0.987342882379029	0.968251368839409	1.00681083317551	0.201031861464458	0.981517846531475	0.956239457235617	1.00746447531542	0.161115223734121	MLXIPL
2	ENSG00000106367.12	25330	0.691616881380473	3.61287791868849e-12	0.49661811385755	0.886615648903396	96.4780187201192	0.203161415094026	AP1S1	1.06685709237126	0.999496937362632	1.13875692160317	0.0517939487056551	1.07128296385226	0.989000555451768	1.16041106581163	0.0912751592025636	AP1S1
3	ENSG00000113812.12	21532	-0.0167709744263258	0.776173588994878	-0.132386399081654	0.0988444502290024	97.4084676246439	0.073625705567801	ACTR8	0.841542170077455	0.758302538922888	0.933919099129759	0.00116847760522904	0.815960721073486	0.679482282645515	0.979851742038881	0.0294121886949844	ACTR8
4	ENSG00000117407.15	22593	1.22092487438048	2.60753818374039e-05	0.651886389335459	1.78996335942549	98.4947245951507	1.82858934367686	ARTN	1.03715582310293	1.01137652444004	1.063592218528	0.00449940323212258	1.03617511611509	0.990971652055614	1.08344054951419	0.118415922669576	ARTN
5	ENSG00000130770.16	17664	-0.0407718518832168	0.756479015097497	-0.298460864719051	0.216917160952618	98.0355856002483	0.36722126396328	ATPIF1	0.895061281905782	0.838129410394499	0.955860381978167	0.000945433926253657	0.885491873603476	0.811591187513895	0.966121700532104	0.00623598860462196	ATPIF1
6	ENSG00000139433.8	9635	-0.104058041431688	0.534014735413359	-0.432010380260731	0.223894297397356	99.2169669446502	0.600548675627634	GLTP	0.921667176276928	0.870983884317814	0.975299772040697	0.00470400308106242	0.92870906533021	0.832999904040737	1.03541491882853	0.1825959987282	GLTP
7	ENSG00000145416.12	48352	0.186382475878019	0.354854781256331	-0.20844842350039	0.581213375256427	97.8089382735261	0.886313083111956	MARCH1	0.978155769645171	0.937550175890106	1.02052000446991	0.307260906766829	0.97802269906125	0.934034455569989	1.02408256373726	0.343920241251682	MARCH1
8	ENSG00000154328.14	37222	-0.105755239106147	0.173379762266164	-0.258004995632718	0.0464945174204238	96.4816518595387	0.119773321099485	NEIL2	0.950502444440734	0.893605209645509	1.01102241474869	0.106985522502612	0.950502444440734	0.893605209645509	1.01102241474869	0.106985522502612	NEIL2
9	ENSG00000163820.13	45644	-0.762547215918731	3.02265195761955e-06	-1.08263228732556	-0.442462144511902	98.4927193880328	0.572129397930142	FYCO1	0.900054150132591	0.848328752876681	0.954933415169369	0.000488443093373038	0.887405054019065	0.814696588533903	0.966602464011433	0.0061671335159878	FYCO1
10	ENSG00000172014.12	50911	-0.974349479094273	0.00184205484353276	-1.58749423778094	-0.361204720407606	78.6006629404099	1.45917029036202	ANKRD20A4	0.986774859867183	0.976601146030119	0.997054558070188	0.0118080681060239	0.986873985134847	0.975134639810071	0.998754656819112	0.0304599240688757	ANKRD20A4
11	ENSG00000173258.11	41459	-0.994589266702689	0.000352326943384846	-1.540103153785	-0.449075379620382	98.700569920311	1.68008617108062	ZNF483	0.962261581310902	0.937881379025455	0.98727554632666	0.00330324130368415	0.951589836048572	0.91700041086109	0.987483980754857	0.00862236789921828	ZNF483
12	ENSG00000179344.15	17596	0.135592764998579	0.563739985806771	-0.324755577299895	0.595941107297053	96.0964038204721	1.13787624048543	HLA-DQB1	0.956771857509096	0.931982081772753	0.982221016073797	0.000969231823790578	0.956740884398079	0.928011523472774	0.986359648265373	0.00447084958876785	HLA-DQB1
13	ENSG00000185100.9	19824	-0.170319775349327	0.41881156781924	-0.58321638931831	0.242576838619656	98.3342693740967	0.945929928488672	ADSSL1	1.01080345474637	0.97907676500361	1.04355823838127	0.508993652312952	1.01813341151753	0.975616092136475	1.06250363437356	0.40896781023013	ADSSL1
14	ENSG00000186300.10	36137	-0.124971409154932	0.202663253655877	-0.317231513453913	0.0672886951440485	97.1141218150376	0.199120112433945	ZNF555	0.872355530468195	0.817357093859836	0.931054709447406	3.95607479105049e-05	0.851470149521933	0.745640754453269	0.972319996187038	0.0175729623747679	ZNF555
15	ENSG00000186470.12	6416	0.200901016516405	0.281587983865702	-0.164787858573255	0.566589891606066	97.9729993159424	0.763471584887237	BTN3A2	0.946566425281384	0.90636273243321	0.988553440480304	0.0131434503667582	0.947752297487924	0.89447759214651	1.00420002164404	0.0690682636816247	BTN3A2
16	ENSG00000186716.18	20646	0.0953297639496691	0.375526728265922	-0.115513773482465	0.306173301381804	98.0263420627951	0.244757682656449	BCR	0.880543610498229	0.820365773692023	0.945135785589631	0.000427869655525083	0.849888556818317	0.764313361833576	0.945045049687357	0.00266606991464399	BCR
17	ENSG00000189339.10	20470	-0.13383062819781	0.0689734759623336	-0.278064739180353	0.0104034827847332	90.260476214517	0.095698093183637	SLC35E2B	0.895970054709994	0.847046883288047	0.947718898180565	0.000125930453242548	0.89225226847921	0.821017985254947	0.969667077827879	0.00724100626159516	SLC35E2B
18	ENSG00000196683.9	24573	-0.0543124191121692	0.57491999663396	-0.244124327634104	0.135499489409765	96.6067647218514	0.191670345760548	TOMM7	1.02247396771456	0.95840072615138	1.09083078312362	0.500871875433108	1.01704618802644	0.943424850987434	1.0964126580898	0.659298462529116	TOMM7
