,X,idx,beta,pval,cilb,ciub,i2,tau2,symbol.x,TE.fixed,lower.fixed,upper.fixed,pval.fixed,TE.random,lower.random,upper.random,pval.random,symbol.y
1,ENSG00000009950.14,45149,-0.487690910422766,0.338024793946166,-1.48537515167977,0.509993330834233,99.103576081946,5.39765494001693,MLXIPL,0.987342882379029,0.968251368839409,1.00681083317551,0.201031861464458,0.981517846531475,0.956239457235617,1.00746447531542,0.161115223734121,MLXIPL
2,ENSG00000011198.6,1912,-0.324938006188665,0.0434026094131801,-0.640247515602197,-0.00962849677513361,98.6195634623882,0.54954614084804,ABHD5,0.969634011707357,0.905717330564151,1.03806130779686,0.375451688898465,0.982319893635365,0.878931780220795,1.09786947650179,0.753230769711338,ABHD5
3,ENSG00000037637.9,17014,-0.0899751994106517,0.00479860605213855,-0.152504433284042,-0.0274459655372618,92.4728008406336,0.0185273225488794,FBXO42,0.964825937857267,0.861934622924097,1.07999964916612,0.533710563853844,0.95706537977134,0.832373441496984,1.10043652943746,0.537788321973031,FBXO42
4,ENSG00000063587.13,38527,-0.244650186867113,0.245814687355902,-0.657812166026433,0.168511792292206,99.4582004492547,1.00934046604497,ZNF275,1.0014951716922,0.940988088806688,1.06589295959604,0.962522077705371,1.00136010183729,0.922218517894124,1.08729334110672,0.974188180998608,ZNF275
5,ENSG00000080644.14,27399,-0.0386839490647883,0.922105631322586,-0.814075862153382,0.736707964023805,97.2140770156311,3.20702854194557,CHRNA3,1.02659497482624,1.00817995729986,1.04534635380084,0.00448186501225472,1.0244513217013,1.00088176683955,1.04857591106841,0.041933307465879,CHRNA3
6,ENSG00000099974.7,19039,0.198681900444012,0.123744584264834,-0.0543054155791305,0.451669216467155,95.1282663287674,0.332252228562172,DDTL,0.922313167151715,0.879522661145634,0.967185515371926,0.000848334636101339,0.931657136493712,0.857835307722911,1.01183177256214,0.0928205563019028,DDTL
7,ENSG00000100220.10,54634,-0.00599846038856834,0.906282139561439,-0.105861153759014,0.0938642329818775,94.9900855189755,0.0527852015890439,RTCB,0.9382287018948,0.858151087742516,1.02577868819683,0.161273996691668,0.903620180175738,0.783999399604767,1.0414924175101,0.16186447559926,RTCB
8,ENSG00000105750.13,9791,0.00844644513476011,0.963127398039808,-0.349653011474765,0.366545901744285,98.7091493392318,0.704049989152785,ZNF85,1.00202650285733,0.966333993043321,1.03903735111953,0.912887579004055,0.998750544173889,0.944337120812464,1.05629931038762,0.965111296106549,ZNF85
9,ENSG00000106367.12,25330,0.691616882733202,3.61287733162949e-12,0.496618115471767,0.886615649994638,96.4780187541003,0.203161415081676,AP1S1,1.06685709237126,0.999496937362632,1.13875692160317,0.0517939487056551,1.07128296385226,0.989000555451768,1.16041106581163,0.0912751592025636,AP1S1
10,ENSG00000106636.6,34205,0.507377003233435,5.56594915601556e-11,0.355668716612153,0.659085289854716,97.7492894679391,0.126225011622236,YKT6,1.34088181964992,1.23661629458729,1.45393851119173,1.22808172044797e-12,1.33355425839147,1.19432719395473,1.48901152805989,3.11232321878824e-07,YKT6
