	idx	beta	pval	cilb	ciub	i2	tau2	symbol
ENSG00000175643.8	868	1.59828718641966	3.90398779786928e-14	1.18415157168179	2.01242280115752	97.571905583674	0.942440187618783	RMI2
ENSG00000101204.14	34315	-3.79136608042882	3.62081349954685e-11	-4.91406510804695	-2.66866705281068	96.5658696524094	6.51684930775941	CHRNA4
ENSG00000123415.13	24079	0.436589182661617	2.34150169888848e-08	0.283366211179686	0.589812154143548	97.2443819835838	0.132182332720807	SMUG1
ENSG00000275152.3	28174	-2.95180684209116	8.21652988245959e-08	-4.03071449441535	-1.87289918976696	98.1301571384705	6.43248831206582	CCL16
ENSG00000204267.12	25483	0.519263295644525	1.68616269675734e-07	0.324703596575027	0.713822994714023	95.5153006443128	0.199198214391373	TAP2
ENSG00000007908.14	35114	-1.78333052851165	4.17584698715239e-07	-2.47399010976548	-1.09267094725783	95.042528613906	2.49928130737763	SELE
ENSG00000151553.13	23027	-0.329203026785869	1.05835524195527e-05	-0.47568238550394	-0.182723668067797	96.0968798371483	0.113616749644033	FAM160B1
ENSG00000182253.13	41315	-1.54458365858802	0.000237984431469291	-2.36837895177344	-0.720788365402591	99.3740627181745	3.70789151197035	SYNM
ENSG00000163945.14	42611	0.319838663088244	0.0022092081955268	0.115016173455597	0.52466115272089	96.5113862726708	0.23235927238758	UVSSA
ENSG00000110218.7	18342	0.171487248152152	0.0202314864208499	0.0267392144320684	0.316235281872236	94.9353446622151	0.104318929219551	PANX1
ENSG00000196418.11	54381	0.308222675886902	0.0232767805717299	0.04196337384541	0.574481977928395	97.7621977407172	0.377627005002339	ZNF124
ENSG00000143622.9	58234	0.237050868164288	0.0492302855743711	0.000798913943589163	0.473302822384987	99.0281784242794	0.321887325867347	RIT1
ENSG00000175137.10	58203	0.171369993130168	0.0532151992101767	-0.00237516639706681	0.345115152657402	98.259239658514	0.172440840100812	SH3BP5L
ENSG00000189339.10	20470	-0.133830625464445	0.0689734697549247	-0.278064730276586	0.0104034793476964	90.2604752025152	0.0956980831088084	SLC35E2B
ENSG00000134250.16	1642	-0.339037320626419	0.0911721751811388	-0.732408497846645	0.0543338565938064	98.8932788785481	0.883374281966691	NOTCH2
ENSG00000099974.7	19039	0.198681358260393	0.123745687587726	-0.0543060104614945	0.451668726982281	95.1282569749558	0.332252360832351	DDTL
ENSG00000173039.17	30986	0.0744696144539377	0.183167645088658	-0.0351852628394766	0.184124491747352	96.2149159371395	0.0630403971812358	RELA
ENSG00000146530.10	17576	-0.504476924160957	0.231308892419376	-1.33050997056163	0.321556122239713	97.6642431609141	3.73060986473784	VWDE
ENSG00000063587.13	38527	-0.24465017927927	0.245814700986121	-0.657812157550291	0.168511798991751	99.4582003286209	1.00934046080669	ZNF275
ENSG00000186529.13	14590	-0.564266213362631	0.259870258676637	-1.54584390244216	0.417311475716897	98.3353359055541	5.28532684577415	CYP4F3
ENSG00000186470.12	6416	0.200901019230673	0.281587975580508	-0.164787854502837	0.566589892964182	97.9729992113428	0.763471577976981	BTN3A2
ENSG00000145416.12	48352	0.186382356544881	0.354855238545271	-0.208448665273284	0.581213378363045	97.8089367872083	0.886313659404926	MARCH1
ENSG00000186716.18	20646	0.095329751063882	0.375526799776434	-0.115513789447391	0.306173291575155	98.026342163832	0.244757690610514	BCR
ENSG00000179344.15	17596	0.135592770636836	0.56373997138671	-0.324755573779087	0.595941115052759	96.0964038889061	1.13787624730798	HLA-DQB1
ENSG00000196683.9	24573	-0.0543124200270055	0.5749199893412	-0.244124328125791	0.13549948807178	96.606764695121	0.191670344717292	TOMM7
ENSG00000198231.11	23035	0.0199657329480327	0.671194420291594	-0.0722162686949591	0.112147734591025	96.5881000154432	0.0453306277340891	DDX42
ENSG00000113812.12	21532	-0.01677097329607	0.776173606485639	-0.132386399441761	0.098844452849621	97.4084676848076	0.073625706676769	ACTR8
