	X	idx	beta	pval	cilb	ciub	i2	tau2	symbol.x	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random	symbol.y
1	ENSG00000009950.14	45149	-0.487692036305493	0.338020664064237	-1.48537005155659	0.509985978945598	99.1035706672097	5.39759359435787	MLXIPL	0.987342882379029	0.968251368839409	1.00681083317551	0.201031861464458	0.981517846531475	0.956239457235617	1.00746447531542	0.161115223734121	MLXIPL
2	ENSG00000026652.12	33492	-0.407052460661195	0.104240266235345	-0.898121506106224	0.0840165847838341	99.09885851217	1.39413631183393	AGPAT4	1.07434438118526	1.03307753182665	1.1172596575046	0.000332763644566032	1.05961496993139	0.99554948772301	1.12780318642994	0.0687915143710299	AGPAT4
3	ENSG00000062725.8	19089	-0.252336406768748	3.10986795702093e-06	-0.358389377596276	-0.146283435941219	94.8518808082161	0.0594627858062655	APPBP2	0.986165369447858	0.905458721895937	1.07406567784986	0.749125185134227	0.9822272863521	0.85693415828433	1.12583963741879	0.796746048447785	APPBP2
4	ENSG00000063587.13	38527	-0.244650191662161	0.245814673823258	-0.657812167078718	0.168511783754395	99.4582003165356	1.00934044857145	ZNF275	1.0014951716922	0.940988088806688	1.06589295959604	0.962522077705371	1.00136010183729	0.922218517894124	1.08729334110672	0.974188180998608	ZNF275
5	ENSG00000071794.14	26469	0.147574306714992	0.186128093211194	-0.0711957439471794	0.366344357377163	97.8448101038603	0.267094607549015	HLTF	1.09019458296291	1.03703446692591	1.14607977519284	0.000709948721913318	1.11047169539954	1.00980933367819	1.22116853663041	0.0306716569699974	HLTF
6	ENSG00000080345.16	22814	0.116881143020457	0.218811133819373	-0.0694111719995577	0.303173458040472	97.3647309573336	0.197430771506441	RIF1	1.08588642263484	1.00597999529004	1.17213993159249	0.0346137071494666	1.10816446235933	0.985865968877143	1.24563430973767	0.0851816530028764	RIF1
7	ENSG00000081692.11	50509	0.284479845181529	0.00129969047062459	0.111108603892525	0.457851086470533	97.4506493439232	0.168921310718597	JMJD4	1.03084453971822	0.958147800085641	1.10905693774164	0.415555424357051	1.0313124553065	0.940833273555437	1.13049294743894	0.510457958322116	JMJD4
8	ENSG00000099974.7	19039	0.19868164639796	0.123745079299636	-0.0543056795425261	0.451668972338445	95.1282628572151	0.332252248437547	DDTL	0.922313167151715	0.879522661145634	0.967185515371926	0.000848334636101339	0.931657136493712	0.857835307722911	1.01183177256214	0.0928205563019028	DDTL
9	ENSG00000104626.13	10627	0.326288497801026	0.00112718432797401	0.129919425335475	0.522657570266577	98.2383694237581	0.221247790439625	ERI1	1.02984269043742	0.961865180821198	1.10262434714801	0.398664842954773	1.09830437490786	0.95072529850296	1.26879183907399	0.202796633274205	ERI1
10	ENSG00000105419.16	2644	0.0155982516777183	0.96101510003027	-0.609854835888722	0.641051339244158	98.869254254817	2.13304021279524	MEIS3	1.04102912559575	1.00838536521624	1.07472963980021	0.0133731485221365	1.04897481055098	0.994090089817111	1.10688977230717	0.0811964302577352	MEIS3
11	ENSG00000105750.13	9791	0.0084493993245119	0.963114184232859	-0.349646884237304	0.366545682886328	98.7091336787432	0.704036953536771	ZNF85	1.00202650285733	0.966333993043321	1.03903735111953	0.912887579004055	0.998750544173889	0.944337120812464	1.05629931038762	0.965111296106549	ZNF85
12	ENSG00000105866.12	18351	-0.156668747912159	0.134214217028443	-0.361694770342942	0.0483572745186238	96.5687625947983	0.219079529309042	SP4	0.97180200765336	0.915310727802622	1.03177982448246	0.349225041082884	0.9673160107016	0.885382625545483	1.05683151844455	0.461801145747835	SP4
13	ENSG00000106086.17	34986	0.484619506100044	8.35999188020683e-10	0.329870971870931	0.639368040329157	96.9786553735402	0.131717249300503	PLEKHA8	1.10663068059515	1.02712156916224	1.19229456376165	0.00773515309677204	1.1040103682241	1.00553381025411	1.2121311891425	0.0379188708617861	PLEKHA8
14	ENSG00000106367.12	25330	0.691616882075104	3.61287880711523e-12	0.496618113383422	0.886615650766786	96.4780187541392	0.203161417426756	AP1S1	1.06685709237126	0.999496937362632	1.13875692160317	0.0517939487056551	1.07128296385226	0.989000555451768	1.16041106581163	0.0912751592025636	AP1S1
15	ENSG00000106733.19	40850	-0.370974693253141	0.000186512218320213	-0.565561646028019	-0.176387740478263	96.5343483205688	0.20234810185221	NMRK1	0.86251701049807	0.814539769461792	0.913320161015691	4.08350492378969e-07	0.844309114031965	0.766129980151921	0.930465976407924	0.000640889794641597	NMRK1
16	ENSG00000108064.9	51307	0.0206843675771558	0.775560214688826	-0.121508749671986	0.162877484826298	96.8553364882835	0.1075813567658	TFAM	1.06397860022848	0.97843129490099	1.15700557376256	0.147029478116733	1.07715467673509	0.923572996482987	1.25627557543434	0.34365574810449	TFAM
17	ENSG00000108556.7	46856	-0.288479309891444	0.0932293471181714	-0.625312316054719	0.0483536962718308	95.3408961588413	0.55680861612699	CHRNE	0.956686149689488	0.924624540859965	0.989859503573692	0.0108966237785202	0.952604928483358	0.901083210237228	1.00707253166095	0.0869817543381795	CHRNE
18	ENSG00000110218.7	18342	0.171487242379157	0.020231493230889	0.0267392056474627	0.316235279110852	94.9353442517589	0.104318934151109	PANX1	1.20194031609126	1.12928883263882	1.279265748223	7.37630647070118e-09	1.21832279257338	1.0845086578203	1.36864783531285	0.000879110134300283	PANX1
19	ENSG00000111652.8	7488	0.0658020736124236	0.213932054258035	-0.0379692677645708	0.169573414989418	95.9343279259243	0.0573389482589849	COPS7A	1.05023844805095	0.961499788871235	1.14716696824172	0.276468281724625	1.02996909904303	0.885717244388859	1.19771445312152	0.701297564848973	COPS7A
20	ENSG00000112294.11	37009	-0.470836656354946	0.00602741224754869	-0.806862386342981	-0.134810926366911	98.4413926744125	0.615799631242364	ALDH5A1	0.915168873359214	0.879730104086415	0.952035246804857	1.08591098931077e-05	0.910263792221261	0.856425816181724	0.967486215120371	0.00250621436498676	ALDH5A1
21	ENSG00000113812.12	21532	-0.0167709709113287	0.776173636656591	-0.132386396628431	0.098844454805774	97.4084682137066	0.0736257079074483	ACTR8	0.841542170077455	0.758302538922888	0.933919099129759	0.00116847760522904	0.815960721073486	0.679482282645515	0.979851742038881	0.0294121886949844	ACTR8
22	ENSG00000116260.15	18261	0.0341209097796541	0.850991708575269	-0.32187911755505	0.390120937114358	98.7199189548978	0.695241539272282	QSOX1	1.09525821719627	1.0482390567025	1.14438643996872	4.81669464180157e-05	1.11425650265429	1.03778422545116	1.19636387146627	0.00286047284285002	QSOX1
23	ENSG00000117228.9	19487	-0.126000779499661	0.6325245263026	-0.642456409896301	0.39045485089698	98.6260088667557	1.53684745608434	GBP1	0.983117784609216	0.953298587400424	1.01386972685081	0.27860972587999	1.00875895144112	0.946387031915651	1.07524151092054	0.788849828219049	GBP1
24	ENSG00000122729.17	51319	-0.677496869430198	2.35922177040994e-05	-0.991572729431785	-0.363421009428612	98.4048720677321	0.54309838272408	ACO1	0.979542848162254	0.91868460741618	1.04443264167062	0.527665698063957	0.985087730046138	0.899998796920457	1.07822125897044	0.744443826421577	ACO1
25	ENSG00000122863.5	15358	-0.254644330329041	0.118504283776002	-0.574354347274883	0.0650656866168014	97.1677412004073	0.538115658812412	CHST3	1.01400674884928	0.977461515341225	1.05191833189764	0.457650922802917	1.00703077788108	0.953491446386307	1.06357638701764	0.801538530905635	CHST3
26	ENSG00000123415.13	24079	0.436589199661286	2.34150234789139e-08	0.283366220891558	0.589812178431013	97.2443819852587	0.132182342510612	SMUG1	1.1062278827414	1.02285528467879	1.19639615386922	0.0115630009481312	1.10350255140765	1.00051326425592	1.21709319053237	0.0488121372755657	SMUG1
27	ENSG00000130770.16	17664	-0.0407718518285959	0.756479015254673	-0.298460864490968	0.216917160833776	98.0355856343727	0.367221263799401	ATPIF1	0.895061281905782	0.838129410394499	0.955860381978167	0.000945433926253657	0.885491873603476	0.811591187513895	0.966121700532104	0.00623598860462196	ATPIF1
28	ENSG00000132793.10	33451	0.406711512876962	0.000270259805393084	0.187852634393156	0.625570391360768	95.0510968951835	0.240931552314371	LPIN3	1.00359490330135	0.959910475593361	1.04926735934396	0.874427400062022	1.03686220700987	0.954359002111507	1.12649771621243	0.392170667562675	LPIN3
29	ENSG00000133731.8	21982	-0.0987156035097396	0.301570385094191	-0.286000806716599	0.08856959969712	97.2902999228559	0.195406069247434	IMPA1	1.04772025981713	0.979317559710904	1.12090070472679	0.175971257580318	1.06871974430588	0.97610525164549	1.17012165434393	0.15070767074251	IMPA1
30	ENSG00000134253.8	14640	0.478225032458892	0.0201088554786116	0.0749640147649732	0.881486050152811	98.2257077641311	0.899904027532257	TRIM45	1.00460658136643	0.960749663044877	1.05046550849283	0.840070045754385	1.01737203780488	0.927643396263869	1.11577990796458	0.714662952177735	TRIM45
31	ENSG00000134987.10	1277	0.0940325026820543	0.199473684152786	-0.0496095687640201	0.237674574128129	97.1868602385717	0.113524355222233	WDR36	1.07316443605892	0.983028416032493	1.171565224401	0.114670124043748	1.08655061890831	0.962552725361089	1.22652215961173	0.179390939185354	WDR36
32	ENSG00000136720.6	20236	-0.18745756906294	0.339160604409848	-0.571848064274379	0.196932926148499	98.8627169654961	0.831874245702339	HS6ST1	0.953541819368177	0.902813518553241	1.00712049897196	0.0880862823268753	0.975313079199771	0.896916714761166	1.06056179665627	0.558769550446514	HS6ST1
33	ENSG00000137815.13	54921	-0.0725445335105132	0.122108618645796	-0.164514918733126	0.0194258517120993	95.9055594282067	0.0434014414454866	RTF1	1.00184947153617	0.901882066834887	1.11289757333766	0.972516867341478	1.00397235687848	0.868036321920824	1.16119621716482	0.957406140493779	RTF1
34	ENSG00000139433.8	9635	-0.104058040234114	0.534014740866937	-0.432010379662258	0.223894299194031	99.2169669433474	0.60054867772878	GLTP	0.921667176276928	0.870983884317814	0.975299772040697	0.00470400308106242	0.92870906533021	0.832999904040737	1.03541491882853	0.1825959987282	GLTP
35	ENSG00000141012.11	18132	0.353800820679504	0.000127038643146002	0.172847437057355	0.534754204301654	97.1407412440659	0.180219039708617	GALNS	1.17089450017247	1.10155341408585	1.24460050053214	4.07751170545388e-07	1.16956391775842	1.07479985333887	1.27268323816114	0.000279948908222626	GALNS
